"Transect","Location","Res_total_Location","myc_2nd_w","Res_remain_w","mean_undam_resin_w","myc_w_per_bead","hypo_bag","myc_2nd_w_est_yield","harvest_date","X1st_Soil_Sample","Bag_Install","Pair","Latitude","Longitude","Site_Pair","Days_Installed","log10_myc_2nd_w_est_yield","Biomass_day","log10_biomass_day","biomass_g_ha_day","Vegetation.Class","Vegetation.Class_abbreviation","Fire.Interval","Most.Recent.Fire_Year","X2nd.Most.Recent.Fire_Year","X3rd.Most.Recent.Fire_Year","Fire.Severity","FESM_Fire.Severity.Category","Fire.Type","Sample.Date_Fieldwork","Tree.Basal.Area_m2","Litter.Cover_20mm_perc","Mean.Litter.Depth_mm","Herb.Cover_0.50cm_perc","Shrub.Cover_50.200cm_perc","Shrub.Connected_50.200cm_perc","Mean.Max.Shrub.Height_cm","Herb.Shrub.Connected_0.200cm_perc","All.Tree.Canopy.Cover_perc","Live.Tree.Canopy.Cover_perc","Dead.Tree.Canopy.Cover_perc","Bray.P","NH4","NO3","Total.P","Carbon","Nitrogen","Count","pH","Ammonia_mg_kg","Nitrate_mg_kg","Ortho_P_mg_kg","Regime","Sample","Carb_Hyph","Nitrog_Hyph","Hydrogen","Sample_mg_CN","C_N","Sample_mg_P","Phos_Hyph","C_P","N_P","diff1","diff2","fire.frequency","myco_host_total","perc_myco_host_freq","Site","Tube_ID"
1,16,27.95,1.098,26.94,27.9825,0.0407572383073497,27.9825,1.14048942093541,"2024-03-06","2023-10-17","2023-10-17",6,-33.1823,150.69537,"12-31",141,0.0570912611596355,0.00808857745344264,-2.09212785149574,539.238496896176,"Sydney Hinterland DSF","SH","Short",2019,2013,2006,"High",4,"Wildfire","2022-09-15",17264.47,35.7142857142857,11.8285714285714,78,32,2,91.54,26,34,19,22,1.87885154061625,2.2245,0.2015,58.7,3.4627,0.0585,1,5.61,0.29793986636971,0.00935412026726058,0.0353006681514477,"Short_High",31.1,42.9353645607375,4.43879351952278,6.02368383947939,0.922,9.67275552960471,2.027,0.0565182535767143,759.672527787146,78.5373439308035,6,7,6.5,109,0.698717948717949,31,"26"
1,33,27.58,1.235,26.57,27.9825,0.0464809936018065,27.9825,1.30065440346255,"2024-03-06","2023-10-17","2023-10-17",6,-33.1823,150.69537,"12-31",141,0.114161915617936,0.00922449931533724,-2.03505719703744,614.966621022483,"Sydney Hinterland DSF","SH","Short",2019,2013,2006,"High",4,"Wildfire","2022-09-15",17264.47,35.7142857142857,11.8285714285714,78,32,2,91.54,26,34,19,22,1.87885154061625,2.2245,0.2015,58.7,3.4627,0.0585,1,5.11,0.319279262325932,0.0647534813699661,0.0623259315016937,"Short_High",31.1,42.9353645607375,4.43879351952278,6.02368383947939,0.922,9.67275552960471,2.027,0.0565182535767143,759.672527787146,78.5373439308035,6,7,6.5,109,0.698717948717949,31,"5"
1,47,27.28,1.003,26.28,27.9825,0.0381659056316591,27.9825,1.0679774543379,"2024-03-06","2023-10-17","2023-10-17",6,-33.1823,150.69537,"12-31",141,0.0285620845652042,0.00757430818679361,-2.12065702809018,504.953879119574,"Sydney Hinterland DSF","SH","Short",2019,2013,2006,"High",4,"Wildfire","2022-09-15",17264.47,35.7142857142857,11.8285714285714,78,32,2,91.54,26,34,19,22,1.87885154061625,2.2245,0.2015,58.7,3.4627,0.0585,1,5.42,0.26509703196347,0.00958904109589041,0.0236301369863014,"Short_High",31.1,42.9353645607375,4.43879351952278,6.02368383947939,0.922,9.67275552960471,2.027,0.0565182535767143,759.672527787146,78.5373439308035,6,7,6.5,109,0.698717948717949,31,"23"
2,3,27.73,3.093,26.72,27.87125,0.115755988023952,27.87125,3.22626408121257,"2024-03-06","2023-10-17","2023-10-17",6,-33.1823,150.69537,"12-31",141,0.508699913058961,0.0228813055405147,-1.64051919959642,1525.42036936765,"Sydney Hinterland DSF","SH","Short",2019,2013,2006,"High",4,"Wildfire","2022-09-15",17264.47,14.2857142857143,9.85714285714286,48,22,2,62.5,14,33,19,24,3.30182072829132,3.5925,0.2235,61.6,3.0008,0.05969,1,5.08,0.143909056886228,0.0094311377245509,0.0268899700598802,"Short_High",31.2,45.5041745748299,3.65054175170068,5.85668735827664,1.764,12.4650470176463,2.072,0.0582082528957529,781.747816006862,62.7151919202687,6,7,6.5,116,0.682352941176471,31,"29"
2,16,27.1,1.054,26.1,27.87125,0.0403831417624521,27.87125,1.12552863984674,"2024-03-06","2023-10-17","2023-10-17",6,-33.1823,150.69537,"12-31",141,0.051356550397537,0.00798247262302655,-2.09786256225784,532.164841535103,"Sydney Hinterland DSF","SH","Short",2019,2013,2006,"High",4,"Wildfire","2022-09-15",17264.47,14.2857142857143,9.85714285714286,48,22,2,62.5,14,33,19,24,3.30182072829132,3.5925,0.2235,61.6,3.0008,0.05969,1,5.58,0.0096551724137931,0.0096551724137931,0.0347126436781609,"Short_High",31.2,45.5041745748299,3.65054175170068,5.85668735827664,1.764,12.4650470176463,2.072,0.0582082528957529,781.747816006862,62.7151919202687,6,7,6.5,116,0.682352941176471,31,"33"
2,33,28.24,0.619,27.24,27.87125,0.0227239353891336,27.87125,0.633344484214391,"2024-03-06","2023-10-17","2023-10-17",6,-33.1823,150.69537,"12-31",141,-0.198360007361339,0.00449180485258433,-2.34757912001672,299.453656838955,"Sydney Hinterland DSF","SH","Short",2019,2013,2006,"High",4,"Wildfire","2022-09-15",17264.47,14.2857142857143,9.85714285714286,48,22,2,62.5,14,33,19,24,3.30182072829132,3.5925,0.2235,61.6,3.0008,0.05969,1,5.4,0.198926211453745,0.0275055066079295,0.0640969162995595,"Short_High",31.2,45.5041745748299,3.65054175170068,5.85668735827664,1.764,12.4650470176463,2.072,0.0582082528957529,781.747816006862,62.7151919202687,6,7,6.5,116,0.682352941176471,31,"14"
2,47,28.415,2.944,27.4,27.87125,0.107445255474453,27.87125,2.99463357664234,"2024-03-06","2023-10-17","2023-10-17",6,-33.1823,150.69537,"12-31",141,0.476343689704363,0.0212385360045556,-1.67287542295102,1415.90240030371,"Sydney Hinterland DSF","SH","Short",2019,2013,2006,"High",4,"Wildfire","2022-09-15",17264.47,14.2857142857143,9.85714285714286,48,22,2,62.5,14,33,19,24,3.30182072829132,3.5925,0.2235,61.6,3.0008,0.05969,1,5.3,0.177098540145985,0.00919708029197081,0.0333394160583942,"Short_High",31.2,45.5041745748299,3.65054175170068,5.85668735827664,1.764,12.4650470176463,2.072,0.0582082528957529,781.747816006862,62.7151919202687,6,7,6.5,116,0.682352941176471,31,"4"
1,3,28.36,3.625,27.35,29.18,0.13254113345521,29.18,3.86755027422303,"2024-03-08","2023-09-28","2023-09-28",3,-33.44346,150.59972,"34-7",162,0.587435967794996,0.0238737671248336,-1.62207904674764,1591.5844749889,"Sydney Coastal DSF","SC","Short",2019,2013,2004,"Low",2,"Wildfire","2022-09-29",93095.19,39.7959183673469,12.8974358974359,32,16,2,42.76,12,49,48,6,1.34383753501401,3.3145,0.0895,NA,2.895,0.02581,1,4.83,0.0792504570383912,0.00921389396709324,0.0523217550274223,"Short_Low",34.1,49.2487812882393,3.59365967029232,6.82258055744391,1.471,13.7043531682657,1.99,0.0163643216080402,3009.52171851977,219.603339287017,6,9,7.5,69,0.704081632653061,34,"25"
1,16,33.49,0.748,32.5,29.18,0.0230153846153846,29.18,0.671588923076923,"2024-03-08","2023-09-28","2023-09-28",3,-33.44346,150.59972,"34-7",162,-0.17289647555698,0.0041456106362773,-2.38241149009961,276.374042418487,"Sydney Coastal DSF","SC","Short",2019,2013,2004,"Low",2,"Wildfire","2022-09-29",93095.19,39.7959183673469,12.8974358974359,32,16,2,42.76,12,49,48,6,1.34383753501401,3.3145,0.0895,NA,2.895,0.02581,1,4.83,0.0408,0.00775384615384615,0.0306461538461539,"Short_Low",34.1,49.2487812882393,3.59365967029232,6.82258055744391,1.471,13.7043531682657,1.99,0.0163643216080402,3009.52171851977,219.603339287017,6,9,7.5,69,0.704081632653061,34,"19"
1,33,27.3,1.143,26.32,29.18,0.0434270516717325,29.18,1.26720136778116,"2024-03-08","2023-09-28","2023-09-28",3,-33.44346,150.59972,"34-7",162,0.102845633010797,0.00782223066531577,-2.10666938153183,521.482044354385,"Sydney Coastal DSF","SC","Short",2019,2013,2004,"Low",2,"Wildfire","2022-09-29",93095.19,39.7959183673469,12.8974358974359,32,16,2,42.76,12,49,48,6,1.34383753501401,3.3145,0.0895,NA,2.895,0.02581,1,5.09,0.0306325987841945,0.0220839665653495,0.0503799392097265,"Short_Low",34.1,49.2487812882393,3.59365967029232,6.82258055744391,1.471,13.7043531682657,1.99,0.0163643216080402,3009.52171851977,219.603339287017,6,9,7.5,69,0.704081632653061,34,"21"
1,47,27.57,1.608,26.53,29.18,0.0606106294760648,29.18,1.76861816811157,"2024-03-08","2023-09-28","2023-09-28",3,-33.44346,150.59972,"34-7",162,0.247634081987536,0.0109173960994541,-1.96188093255509,727.826406630277,"Sydney Coastal DSF","SC","Short",2019,2013,2004,"Low",2,"Wildfire","2022-09-29",93095.19,39.7959183673469,12.8974358974359,32,16,2,42.76,12,49,48,6,1.34383753501401,3.3145,0.0895,NA,2.895,0.02581,1,4.71,0.0862796833773087,0.00949868073878628,0.0499811534112326,"Short_Low",34.1,49.2487812882393,3.59365967029232,6.82258055744391,1.471,13.7043531682657,1.99,0.0163643216080402,3009.52171851977,219.603339287017,6,9,7.5,69,0.704081632653061,34,"20"
2,3,27.57,1.069,26.56,27.13,0.0402484939759036,27.13,1.09194164156626,"2024-03-08","2023-09-28","2023-09-28",3,-33.44346,150.59972,"34-7",162,0.0381994282743942,0.00674038050349546,-2.17131558626824,449.358700233031,"Sydney Coastal DSF","SC","Short",2019,2013,2004,"Low",2,"Wildfire","2022-09-29",93095.19,44.8979591836735,16.75,64,32,4,57.62,26,48,48,0,0.407563025210084,10.5175,0.0775,36.8,2.7508,0.02699,1,5.05,0.2390625,0.0184393825301205,0.0259224397590361,"Short_Low",34.2,47.520238163482,4.20272205414013,6.38210894373673,1.884,11.3070142520297,1.923,0.0521723868954758,910.831207678611,80.5545290185788,6,9,7.5,88,0.807339449541284,34,"35"
2,16,26.95,1.977,25.95,27.13,0.0761849710982659,27.13,2.06689826589595,"2024-03-08","2023-09-28","2023-09-28",3,-33.44346,150.59972,"34-7",162,0.315319100890792,0.0127586312709627,-1.89419591365184,850.575418064179,"Sydney Coastal DSF","SC","Short",2019,2013,2004,"Low",2,"Wildfire","2022-09-29",93095.19,44.8979591836735,16.75,64,32,4,57.62,26,48,48,0,0.407563025210084,10.5175,0.0775,36.8,2.7508,0.02699,1,4.8,0.0258381502890173,0.00971098265895954,0.041849710982659,"Short_Low",34.2,47.520238163482,4.20272205414013,6.38210894373673,1.884,11.3070142520297,1.923,0.0521723868954758,910.831207678611,80.5545290185788,6,9,7.5,88,0.807339449541284,34,"15"
2,33,27.03,1.945,26.04,27.13,0.0746927803379416,27.13,2.02641513056836,"2024-03-08","2023-09-28","2023-09-28",3,-33.44346,150.59972,"34-7",162,0.306728419527168,0.0125087353738787,-1.90278659501546,833.915691591916,"Sydney Coastal DSF","SC","Short",2019,2013,2004,"Low",2,"Wildfire","2022-09-29",93095.19,44.8979591836735,16.75,64,32,4,57.62,26,48,48,0,0.407563025210084,10.5175,0.0775,36.8,2.7508,0.02699,1,4.6,0.266100230414747,0.00967741935483871,0.0538018433179724,"Short_Low",34.2,47.520238163482,4.20272205414013,6.38210894373673,1.884,11.3070142520297,1.923,0.0521723868954758,910.831207678611,80.5545290185788,6,9,7.5,88,0.807339449541284,34,"24"
2,47,26.97,1.171,25.93,27.13,0.045160046278442,27.13,1.22519205553413,"2024-03-08","2023-09-28","2023-09-28",3,-33.44346,150.59972,"34-7",162,0.0882041720646077,0.00756291392305019,-2.12131084247802,504.194261536679,"Sydney Coastal DSF","SC","Short",2019,2013,2004,"Low",2,"Wildfire","2022-09-29",93095.19,44.8979591836735,16.75,64,32,4,57.62,26,48,48,0,0.407563025210084,10.5175,0.0775,36.8,2.7508,0.02699,1,4.67,0.00971847281141535,0.00971847281141535,0.0375433860393367,"Short_Low",34.2,47.520238163482,4.20272205414013,6.38210894373673,1.884,11.3070142520297,1.923,0.0521723868954758,910.831207678611,80.5545290185788,6,9,7.5,88,0.807339449541284,34,"36"
1,3,16.45,0.401,15.44,28.435,0.0259715025906736,28.435,0.738499676165803,"2024-03-06","2023-10-17","2023-10-17",1,-33.26627,150.67812,"49-5",141,-0.131649690791349,0.00523758635578584,-2.28086880344673,349.172423719056,"Sydney Hinterland DSF","SH","Long",2019,2001,NA,"Low",2,"Wildfire","2022-10-14",23847.12,37.7551020408163,17.1621621621622,26,56,4,135.2,40,48,48,4,2,4.303,0.138,92.4,3.744,0.04254,1,5.04,0.830586139896373,0.0163212435233161,0.0907383419689119,"Long_Low",49.1,47.7530920130641,3.24335988717341,6.70613093824228,0.842,14.7233405093016,1.833,0.0221718494271686,2153.77125710358,146.282785196941,18,NA,18,79,0.622047244094488,49,"3"
1,16,28.46,2.421,27.44,28.435,0.0882288629737609,28.435,2.50878771865889,"2024-03-06","2023-10-17","2023-10-17",1,-33.26627,150.67812,"49-5",141,0.399463914995205,0.0177928206997085,-1.74975519766017,1186.18804664723,"Sydney Hinterland DSF","SH","Long",2019,2001,NA,"Low",2,"Wildfire","2022-10-14",23847.12,37.7551020408163,17.1621621621622,26,56,4,135.2,40,48,48,4,2,4.303,0.138,92.4,3.744,0.04254,1,5.06,0.157871720116618,0.0479409620991254,0.05625,"Long_Low",49.1,47.7530920130641,3.24335988717341,6.70613093824228,0.842,14.7233405093016,1.833,0.0221718494271686,2153.77125710358,146.282785196941,18,NA,18,79,0.622047244094488,49,"18"
1,33,28.41,1.319,27.4,28.435,0.0481386861313869,28.435,1.36882354014599,"2024-03-06","2023-10-17","2023-10-17",1,-33.26627,150.67812,"49-5",141,0.136347465314164,0.00970796836982968,-2.01287164734122,647.197891321979,"Sydney Hinterland DSF","SH","Long",2019,2001,NA,"Low",2,"Wildfire","2022-10-14",23847.12,37.7551020408163,17.1621621621622,26,56,4,135.2,40,48,48,4,2,4.303,0.138,92.4,3.744,0.04254,1,5.04,0.0705656934306569,0.00919708029197081,0.0368978102189781,"Long_Low",49.1,47.7530920130641,3.24335988717341,6.70613093824228,0.842,14.7233405093016,1.833,0.0221718494271686,2153.77125710358,146.282785196941,18,NA,18,79,0.622047244094488,49,"32"
1,47,12.24,0.28,11.19,28.435,0.0250223413762288,28.435,0.711510277033065,"2024-03-06","2023-10-17","2023-10-17",1,-33.26627,150.67812,"49-5",141,-0.147818822597944,0.00504617217753947,-2.29703793525332,336.411478502631,"Sydney Hinterland DSF","SH","Long",2019,2001,NA,"Low",2,"Wildfire","2022-10-14",23847.12,37.7551020408163,17.1621621621622,26,56,4,135.2,40,48,48,4,2,4.303,0.138,92.4,3.744,0.04254,1,5.1,0.702882037533512,0.315348525469169,0.0166219839142091,"Long_Low",49.1,47.7530920130641,3.24335988717341,6.70613093824228,0.842,14.7233405093016,1.833,0.0221718494271686,2153.77125710358,146.282785196941,18,NA,18,79,0.622047244094488,49,"39"
2,3,28.6,1.484,27.59,28.6,0.0537876042044219,28.6,1.53832548024647,"2024-03-06","2023-10-17","2023-10-17",1,-33.26627,150.67812,"49-5",141,0.187048233592866,0.010910109788982,-1.96217087906251,727.340652598802,"Sydney Hinterland DSF","SH","Long",2019,2001,NA,"Low",2,"Wildfire","2022-10-14",23847.12,37.7551020408163,19.3783783783784,58,64,12,175.74,58,46,46,8,1.91946778711485,5.2955,0.19,44.8,3.845,0.04942,1,4.78,0.379757158390721,0.0551014860456687,0.140213845596231,"Long_Low",49.2,51.1325640588235,4.74221205882353,6.91180117647059,1.7,10.7824288379691,NA,NA,NA,NA,18,NA,18,99,0.630573248407643,49,"16"
2,16,19.164,0.886,18.124,28.6,0.0488854557492827,28.6,1.39812403442949,"2024-03-06","2023-10-17","2023-10-17",1,-33.26627,150.67812,"49-5",141,0.145545701508946,0.00991577329382614,-2.00367341114643,661.051552921743,"Sydney Hinterland DSF","SH","Long",2019,2001,NA,"Low",2,"Wildfire","2022-10-14",23847.12,37.7551020408163,19.3783783783784,58,64,12,175.74,58,46,46,8,1.91946778711485,5.2955,0.19,44.8,3.845,0.04942,1,5.18,0.530636173030236,0.0139042154049879,0.0694383138380049,"Long_Low",49.2,51.1325640588235,4.74221205882353,6.91180117647059,1.7,10.7824288379691,NA,NA,NA,NA,18,NA,18,99,0.630573248407643,49,"31"
2,47,13.32,1.268,12.34,28.6,0.102755267423015,28.6,2.93880064829822,"2024-03-06","2023-10-17","2023-10-17",1,-33.26627,150.67812,"49-5",141,0.468170126977534,0.0208425577893491,-1.68104898567785,1389.50385262327,"Sydney Hinterland DSF","SH","Long",2019,2001,NA,"Low",2,"Wildfire","2022-10-14",23847.12,37.7551020408163,19.3783783783784,58,64,12,175.74,58,46,46,8,1.91946778711485,5.2955,0.19,44.8,3.845,0.04942,1,4.87,0.0204213938411669,0.199534035656402,0.170056726094003,"Long_Low",49.2,51.1325640588235,4.74221205882353,6.91180117647059,1.7,10.7824288379691,NA,NA,NA,NA,18,NA,18,99,0.630573248407643,49,"1"
1,3,28.23,1.261,27.23,26.505,0.0463092177745134,26.505,1.22742581711348,"2024-03-06","2023-10-17","2023-10-17",2,-32.79934,150.90987,"10-56",141,0.0889952537955623,0.00870514763910268,-2.06022385885982,580.343175940179,"Sydney Hinterland DSF","SH","Long",2019,2001,1990,"High",4,"Wildfire","2022-11-28",24156.21,26.530612244898,7.34615384615385,42,62,2,92.16,60,45,42,11,2.13865546218487,9.63,0.1985,128.9,4.2317,0.08606,1,5.01,0.383042600073448,0.20894234300404,0.0575100991553434,"Long_High",56.1,43.9139742075665,3.93797712167689,6.20597980572597,0.978,11.1514040967477,1.973,0.0322693867207299,1360.85555599841,122.034458099792,18,11,14.5,132,0.814814814814815,56,"2"
1,33,27.24,3.037,26.24,26.505,0.115739329268293,26.505,3.0676709222561,"2024-03-06","2023-10-17","2023-10-17",2,-32.79934,150.90987,"10-56",141,0.486808769777088,0.0217565313635184,-1.66241034287829,1450.43542423456,"Sydney Hinterland DSF","SH","Long",2019,2001,1990,"High",4,"Wildfire","2022-11-28",24156.21,26.530612244898,7.34615384615385,42,62,2,92.16,60,45,42,11,2.13865546218487,9.63,0.1985,128.9,4.2317,0.08606,1,4.9,0.617520960365854,0.00960365853658537,0.172008384146342,"Long_High",56.1,43.9139742075665,3.93797712167689,6.20597980572597,0.978,11.1514040967477,1.973,0.0322693867207299,1360.85555599841,122.034458099792,18,11,14.5,132,0.814814814814815,56,"34"
1,47,27.52,0.917,26.51,26.505,0.0345907204828367,26.505,0.916827046397586,"2024-03-06","2023-10-17","2023-10-17",2,-32.79934,150.90987,"10-56",141,-0.037712583500627,0.00650231947799706,-2.18693169615601,433.487965199804,"Sydney Hinterland DSF","SH","Long",2019,2001,1990,"High",4,"Wildfire","2022-11-28",24156.21,26.530612244898,7.34615384615385,42,62,2,92.16,60,45,42,11,2.13865546218487,9.63,0.1985,128.9,4.2317,0.08606,1,5.18,0.386712561297623,0.273943794794417,0.0602036967182195,"Long_High",56.1,43.9139742075665,3.93797712167689,6.20597980572597,0.978,11.1514040967477,1.973,0.0322693867207299,1360.85555599841,122.034458099792,18,11,14.5,132,0.814814814814815,56,"17"
2,3,26.512,1.378,25.472,26.536,0.0540986180904523,26.536,1.43556092964824,"2024-03-06","2023-10-17","2023-10-17",2,-32.79934,150.90987,"10-56",141,0.157021630025458,0.0101812831889946,-1.99219748262992,678.752212599641,"Sydney Hinterland DSF","SH","Long",2019,2001,1990,"High",4,"Wildfire","2022-11-28",24156.21,18.3673469387755,6.94736842105263,66,68,8,188.68,68,50,49,10,1.74509803921569,5.8875,0.245,98.9,5.185,0.12736,1,4.89,0.508676193467337,0.148722126256281,0.263171325376884,"Long_High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,14.5,122,0.777070063694268,56,"60"
2,16,26.56,0.987,25.55,26.536,0.0386301369863014,26.536,1.02508931506849,"2024-03-06","2023-10-17","2023-10-17",2,-32.79934,150.90987,"10-56",141,0.0107617067103312,0.00727013698630137,-2.13845740594505,484.675799086758,"Sydney Hinterland DSF","SH","Long",2019,2001,1990,"High",4,"Wildfire","2022-11-28",24156.21,18.3673469387755,6.94736842105263,66,68,8,188.68,68,50,49,10,1.74509803921569,5.8875,0.245,98.9,5.185,0.12736,1,4.91,0.235185909980431,0.00986301369863014,0.102974559686888,"Long_High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,14.5,122,0.777070063694268,56,"58"
2,33,25.683,0.327,24.649,26.536,0.0132662582660554,26.536,0.352033429348047,"2024-03-06","2023-10-17","2023-10-17",2,-32.79934,150.90987,"10-56",141,-0.453416093646755,0.00249669098828402,-2.60263520630214,166.446065885601,"Sydney Hinterland DSF","SH","Long",2019,2001,1990,"High",4,"Wildfire","2022-11-28",24156.21,18.3673469387755,6.94736842105263,66,68,8,188.68,68,50,49,10,1.74509803921569,5.8875,0.245,98.9,5.185,0.12736,1,5.01,2.42644732037811,0.20018053470729,0.10339161832123,"Long_High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,14.5,122,0.777070063694268,56,"61"
2,47,27.629,0.434,26.685,26.536,0.0162638186246955,26.536,0.43157669102492,"2024-03-06","2023-10-17","2023-10-17",2,-32.79934,150.90987,"10-56",141,-0.36494201911567,0.00306082759592142,-2.51416113177105,204.055173061428,"Sydney Hinterland DSF","SH","Long",2019,2001,1990,"High",4,"Wildfire","2022-11-28",24156.21,18.3673469387755,6.94736842105263,66,68,8,188.68,68,50,49,10,1.74509803921569,5.8875,0.245,98.9,5.185,0.12736,1,5.08,0.814052838673412,0.175407532321529,0.056717256885891,"Long_High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,14.5,122,0.777070063694268,56,"69"
